id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn49010	16025	16025	(1) cpd12430[0] + (1) cpd00070[0] <=> (1) cpd40831[0] + (1) cpd00010[0]	-1:cpd00070:0:"Malonyl-CoA";-1:cpd12430:0:"Anthocyanidin-3-O-D-glucoside";1:cpd00010:0:"CoA";1:cpd40831:0:"an anthocyanidin 3-O-(6-O-malonyl-beta-D-glucoside)"	0	(1) cpd12430[0] + (1) cpd00070[0] <=> (1) cpd40831[0] + (1) cpd00010[0]	(1) Anthocyanidin-3-O-D-glucoside[0] + (1) Malonyl-CoA[0] <=> (1) an anthocyanidin 3-O-(6-O-malonyl-beta-D-glucoside)[0] + (1) CoA[0]	=	null	null	null	null	10000000	10000000	cpd00010;cpd00070;cpd12430;cpd40831	CPDFORMERROR	0	null		Primary Database
rxn49011	16053	16053	(1) cpd00861[0] + (1) cpd39754[0] <=> (1) cpd00014[0] + (1) cpd37391[0]	-1:cpd00861:0:"UDP-N-acetyl-D-mannosamine";-1:cpd39754:0:"2-(acetylamino)-2-deoxy-1-O-{[({[(2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E,38E)-3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaen-1-yl]oxy}phosphinato)oxy]phosphinato}-alpha-D-glucopyranose";1:cpd00014:0:"UDP";1:cpd00067:0:"H+";1:cpd37391:0:"2-acetamido-4-O-(2-acetamido-2-deoxy-beta-D-mannopyranosyl)-2-deoxy-1-O-{[({[(2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E,38E)-3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaen-1-yl]oxy}phosphinato)oxy]phosphinato}-alpha-D-glucopyranose"	0	(1) cpd00861[0] + (1) cpd39754[0] <=> (1) cpd00014[0] + (1) cpd00067[0] + (1) cpd37391[0]	(1) UDP-N-acetyl-D-mannosamine[0] + (1) 2-(acetylamino)-2-deoxy-1-O-{[({[(2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E,38E)-3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaen-1-yl]oxy}phosphinato)oxy]phosphinato}-alpha-D-glucopyranose[0] <=> (1) UDP[0] + (1) H+[0] + (1) 2-acetamido-4-O-(2-acetamido-2-deoxy-beta-D-mannopyranosyl)-2-deoxy-1-O-{[({[(2Z,6Z,10Z,14Z,18Z,22Z,26Z,30Z,34E,38E)-3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaen-1-yl]oxy}phosphinato)oxy]phosphinato}-alpha-D-glucopyranose[0]	=	null	null	null	null	10000000	10000000	cpd00014;cpd00067;cpd00861;cpd37391;cpd39754	CPDFORMERROR	0	null		Primary Database
rxn49012	16057	16057	(1) cpd00037[0] + (1) cpd42065[0] <=> (1) cpd42278[0] + (1) cpd00014[0]	-1:cpd00037:0:"UDP-N-acetylglucosamine";-1:cpd42065:0:"N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein]";1:cpd00014:0:"UDP";1:cpd00067:0:"H+";1:cpd42278:0:"N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAcl-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein]"	0	(1) cpd00037[0] + (1) cpd42065[0] <=> (1) cpd42278[0] + (1) cpd00067[0] + (1) cpd00014[0]	(1) UDP-N-acetylglucosamine[0] + (1) N(4)-{beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein][0] <=> (1) N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAcl-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein][0] + (1) H+[0] + (1) UDP[0]	=	null	null	null	null	10000000	10000000	cpd00014;cpd00037;cpd00067;cpd42065;cpd42278	CPDFORMERROR	0	null		Primary Database
rxn49013	16093	16093	(1) cpd00007[0] + (1) cpd41831[0] + (1) cpd24757[0] <=> (1) cpd22699[0] + (1) cpd41832[0] + (1) cpd00001[0]	-1:cpd00007:0:"O2";-1:cpd24757:0:"(24R)-24-hydroxycholesterol";-1:cpd41831:0:"reduced [NADPH--hemoprotein reductase]";1:cpd00001:0:"H2O";1:cpd00067:0:"H+";1:cpd22699:0:"(24R)-cholest-5-ene-3-beta,7-alpha,24-triol";1:cpd41832:0:"oxidized [NADPH--hemoprotein reductase]"	0	(1) cpd00007[0] + (1) cpd41831[0] + (1) cpd24757[0] <=> (1) cpd22699[0] + (1) cpd41832[0] + (1) cpd00067[0] + (1) cpd00001[0]	(1) O2[0] + (1) reduced [NADPH--hemoprotein reductase][0] + (1) (24R)-24-hydroxycholesterol[0] <=> (1) (24R)-cholest-5-ene-3-beta,7-alpha,24-triol[0] + (1) oxidized [NADPH--hemoprotein reductase][0] + (1) H+[0] + (1) H2O[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00007;cpd00067;cpd22699;cpd24757;cpd41831;cpd41832	CPDFORMERROR	0	null		Primary Database
rxn49014	16101	16101	(1) cpd43108[0] + (1) cpd00044[0] <=> (1) cpd11716[0] + (1) cpd00045[0]	-1:cpd00044:0:"3-phosphoadenylylsulfate";-1:cpd43108:0:"chondroitin beta-D-glucuronate";1:cpd00045:0:"Adenosine 3-5-bisphosphate";1:cpd00067:0:"H+";1:cpd11716:0:"Chondroitin 4-sulfate"	0	(1) cpd43108[0] + (1) cpd00044[0] <=> (1) cpd11716[0] + (1) cpd00067[0] + (1) cpd00045[0]	(1) chondroitin beta-D-glucuronate[0] + (1) 3-phosphoadenylylsulfate[0] <=> (1) Chondroitin 4-sulfate[0] + (1) H+[0] + (1) Adenosine 3-5-bisphosphate[0]	=	null	null	null	null	10000000	10000000	cpd00044;cpd00045;cpd00067;cpd11716;cpd43108	CPDFORMERROR	0	null		Primary Database
rxn49015	16105	16105	(1) cpd39562[0] <=> (1) cpd39649[0] + (1) cpd00001[0]	-1:cpd39562:0:"a (3S)-3-hydroxyacyl-CoA";1:cpd00001:0:"H2O";1:cpd39649:0:"2,3-trans-enoyl coenzyme A(4-)"	0	(1) cpd39562[0] <=> (1) cpd39649[0] + (1) cpd00001[0]	(1) a (3S)-3-hydroxyacyl-CoA[0] <=> (1) 2,3-trans-enoyl coenzyme A(4-)[0] + (1) H2O[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd39562;cpd39649	CPDFORMERROR	0	null		Primary Database
rxn49016	16113	16113	(2) cpd00150[0] + (2) cpd42353[0] + (1) cpd00006[0] <=> (2) cpd42354[0] + (2) cpd01826[0] + (1) cpd00005[0]	-1:cpd00006:0:"NADP";-2:cpd00150:0:"HCN";-2:cpd42353:0:"cob(II)alamin-[cyanocobalamin reductase]";1:cpd00005:0:"NADPH";1:cpd00067:0:"H+";2:cpd01826:0:"Dicopac";2:cpd42354:0:"apo-[cyanocobalamin reductase]"	0	(2) cpd00150[0] + (2) cpd42353[0] + (1) cpd00006[0] <=> (2) cpd42354[0] + (2) cpd01826[0] + (1) cpd00067[0] + (1) cpd00005[0]	(2) HCN[0] + (2) cob(II)alamin-[cyanocobalamin reductase][0] + (1) NADP[0] <=> (2) apo-[cyanocobalamin reductase][0] + (2) Dicopac[0] + (1) H+[0] + (1) NADPH[0]	=	null	null	null	null	10000000	10000000	cpd00005;cpd00006;cpd00067;cpd00150;cpd01826;cpd42353;cpd42354	CPDFORMERROR	0	null		Primary Database
rxn49017	16145	16145	(1) cpd00112[0] + (1) cpd00007[0] + (2) cpd41598[0] <=> (1) cpd02319[0] + (2) cpd41599[0] + (1) cpd00001[0]	-1:cpd00007:0:"O2";-2:cpd00067:0:"H+";-1:cpd00112:0:"CMP-N-acetylneuraminate";-2:cpd41598:0:"Fe(II)-[cytochrome b5]";1:cpd00001:0:"H2O";1:cpd02319:0:"CMP-NeuNGc";2:cpd41599:0:"Fe(III)-[cytochrome b5]"	0	(2) cpd00067[0] + (1) cpd00112[0] + (1) cpd00007[0] + (2) cpd41598[0] <=> (1) cpd02319[0] + (2) cpd41599[0] + (1) cpd00001[0]	(2) H+[0] + (1) CMP-N-acetylneuraminate[0] + (1) O2[0] + (2) Fe(II)-[cytochrome b5][0] <=> (1) CMP-NeuNGc[0] + (2) Fe(III)-[cytochrome b5][0] + (1) H2O[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00007;cpd00067;cpd00112;cpd02319;cpd41598;cpd41599	CPDFORMERROR	0	null		Primary Database
rxn49018	16153	16153	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd39605[0] <=> (1) cpd00071[0] + (1) cpd00013[0] + (1) cpd00025[0]	-1:cpd00001:0:"H2O";-1:cpd00007:0:"O2";-1:cpd39605:0:"an aliphatic amine";1:cpd00013:0:"NH3";1:cpd00025:0:"H2O2";1:cpd00071:0:"Acetaldehyde"	0	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd39605[0] <=> (1) cpd00071[0] + (1) cpd00013[0] + (1) cpd00025[0]	(1) H2O[0] + (1) O2[0] + (1) an aliphatic amine[0] <=> (1) Acetaldehyde[0] + (1) NH3[0] + (1) H2O2[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00007;cpd00013;cpd00025;cpd00071;cpd39605	CPDFORMERROR	0	null		Primary Database
rxn49019	16157	16157	(1) cpd00005[0] + (2) cpd42141[0] <=> (2) cpd42142[0] + (1) cpd00006[0]	-1:cpd00005:0:"NADPH";-2:cpd42141:0:"Fe(III)-[leghemoglobin]";1:cpd00006:0:"NADP";1:cpd00067:0:"H+";2:cpd42142:0:"Fe(II)-[leghemoglobin]"	0	(1) cpd00005[0] + (2) cpd42141[0] <=> (2) cpd42142[0] + (1) cpd00006[0] + (1) cpd00067[0]	(1) NADPH[0] + (2) Fe(III)-[leghemoglobin][0] <=> (2) Fe(II)-[leghemoglobin][0] + (1) NADP[0] + (1) H+[0]	=	null	null	null	null	10000000	10000000	cpd00005;cpd00006;cpd00067;cpd42141;cpd42142	CPDFORMERROR	0	null		Primary Database
rxn49020	16161	16161	(1) cpd00004[0] + (2) cpd42141[0] <=> (2) cpd42142[0] + (1) cpd00003[0]	-1:cpd00004:0:"NADH";-2:cpd42141:0:"Fe(III)-[leghemoglobin]";1:cpd00003:0:"NAD";1:cpd00067:0:"H+";2:cpd42142:0:"Fe(II)-[leghemoglobin]"	0	(1) cpd00004[0] + (2) cpd42141[0] <=> (1) cpd00067[0] + (2) cpd42142[0] + (1) cpd00003[0]	(1) NADH[0] + (2) Fe(III)-[leghemoglobin][0] <=> (1) H+[0] + (2) Fe(II)-[leghemoglobin][0] + (1) NAD[0]	=	null	null	null	null	10000000	10000000	cpd00003;cpd00004;cpd00067;cpd42141;cpd42142	CPDFORMERROR	0	null		Primary Database
rxn49021	16185	16185	(1) cpd00071[0] + (1) cpd00001[0] + (1) cpd00003[0] <=> (1) cpd39483[0] + (1) cpd00004[0]	-1:cpd00001:0:"H2O";-1:cpd00003:0:"NAD";-1:cpd00071:0:"Acetaldehyde";1:cpd00004:0:"NADH";2:cpd00067:0:"H+";1:cpd39483:0:"a carboxylate"	0	(1) cpd00071[0] + (1) cpd00001[0] + (1) cpd00003[0] <=> (1) cpd39483[0] + (1) cpd00004[0] + (2) cpd00067[0]	(1) Acetaldehyde[0] + (1) H2O[0] + (1) NAD[0] <=> (1) a carboxylate[0] + (1) NADH[0] + (2) H+[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00003;cpd00004;cpd00067;cpd00071;cpd39483	CPDFORMERROR	0	null		Primary Database
rxn49022	16193	16193	(1) cpd28019[0] + (1) cpd00001[0] <=> (1) cpd11684[0] + (1) cpd39618[0]	-1:cpd00001:0:"H2O";-1:cpd28019:0:"R-2-Haloacids";1:cpd00067:0:"H+";1:cpd11684:0:"Halide";1:cpd39618:0:"(2R)-2-hydroxy monocarboxylic acid anions"	0	(1) cpd28019[0] + (1) cpd00001[0] <=> (1) cpd11684[0] + (1) cpd00067[0] + (1) cpd39618[0]	(1) R-2-Haloacids[0] + (1) H2O[0] <=> (1) Halide[0] + (1) H+[0] + (1) (2R)-2-hydroxy monocarboxylic acid anions[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00067;cpd11684;cpd28019;cpd39618	CPDFORMERROR	0	null		Primary Database
rxn49023	16205	16205	(1) cpd42551[0] + (1) cpd00001[0] <=> (1) cpd00009[0] + (1) cpd42476[0]	-1:cpd00001:0:"H2O";-1:cpd42551:0:"N(6)-(6-O-phospho-D-fructosyl)-L-lysyl-[protein]";1:cpd00009:0:"Phosphate";1:cpd42476:0:"N(6)-(D-fructosyl)-L-lysyl-[protein]"	0	(1) cpd42551[0] + (1) cpd00001[0] <=> (1) cpd00009[0] + (1) cpd42476[0]	(1) N(6)-(6-O-phospho-D-fructosyl)-L-lysyl-[protein][0] + (1) H2O[0] <=> (1) Phosphate[0] + (1) N(6)-(D-fructosyl)-L-lysyl-[protein][0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00009;cpd42476;cpd42551	CPDFORMERROR	0	null		Primary Database
rxn49024	16213	16213	(1) cpd42958[0] + (1) cpd00037[0] <=> (1) cpd00014[0] + (1) cpd42959[0]	-1:cpd00037:0:"UDP-N-acetylglucosamine";-1:cpd42958:0:"3-O-{[(1->4)-beta-D-GlcA-(1->4)-alpha-D-GlcNAc](n)-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl}-L-seryl-[protein]";1:cpd00014:0:"UDP";1:cpd00067:0:"H+";1:cpd42959:0:"3-O-{alpha-D-GlcNAc-[(1->4)-beta-D-GlcA-(1->4)-alpha-D-GlcNAc](n)-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl}-L-seryl-[protein]"	0	(1) cpd42958[0] + (1) cpd00037[0] <=> (1) cpd00014[0] + (1) cpd00067[0] + (1) cpd42959[0]	(1) 3-O-{[(1->4)-beta-D-GlcA-(1->4)-alpha-D-GlcNAc](n)-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl}-L-seryl-[protein][0] + (1) UDP-N-acetylglucosamine[0] <=> (1) UDP[0] + (1) H+[0] + (1) 3-O-{alpha-D-GlcNAc-[(1->4)-beta-D-GlcA-(1->4)-alpha-D-GlcNAc](n)-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl}-L-seryl-[protein][0]	=	null	null	null	null	10000000	10000000	cpd00014;cpd00037;cpd00067;cpd42958;cpd42959	CPDFORMERROR	0	null		Primary Database
rxn49025	16221	16221	(1) cpd41894[0] + (1) cpd00037[0] <=> (1) cpd41895[0] + (1) cpd00014[0]	-1:cpd00037:0:"UDP-N-acetylglucosamine";-1:cpd41894:0:"3-O-(beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein]";1:cpd00014:0:"UDP";1:cpd00067:0:"H+";1:cpd41895:0:"3-O-(alpha-D-GlcNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein]"	0	(1) cpd41894[0] + (1) cpd00037[0] <=> (1) cpd41895[0] + (1) cpd00014[0] + (1) cpd00067[0]	(1) 3-O-(beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein][0] + (1) UDP-N-acetylglucosamine[0] <=> (1) 3-O-(alpha-D-GlcNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-seryl-[protein][0] + (1) UDP[0] + (1) H+[0]	=	null	null	null	null	10000000	10000000	cpd00014;cpd00037;cpd00067;cpd41894;cpd41895	CPDFORMERROR	0	null		Primary Database
rxn49026	16229	16229	(1) cpd39631[0] + (1) cpd00052[0] <=> (1) cpd00012[0] + (1) cpd39619[0]	-1:cpd00052:0:"CTP";-1:cpd00067:0:"H+";-1:cpd39631:0:"(2R)-2,3-bis(acyloxy)propyl phosphate";1:cpd00012:0:"PPi";1:cpd39619:0:"a CDP-1,2-diacyl-sn-glycerol"	0	(1) cpd00067[0] + (1) cpd39631[0] + (1) cpd00052[0] <=> (1) cpd00012[0] + (1) cpd39619[0]	(1) H+[0] + (1) (2R)-2,3-bis(acyloxy)propyl phosphate[0] + (1) CTP[0] <=> (1) PPi[0] + (1) a CDP-1,2-diacyl-sn-glycerol[0]	=	null	null	null	null	10000000	10000000	cpd00012;cpd00052;cpd00067;cpd39619;cpd39631	CPDFORMERROR	0	null		Primary Database
rxn49027	16237	16237	(1) cpd41677[0] <=> (1) cpd41676[0]	-1:cpd41677:0:"[protein]-peptidylproline (omega=180)";1:cpd41676:0:"[protein]-peptidylproline (omega=0)"	0	(1) cpd41677[0] <=> (1) cpd41676[0]	(1) [protein]-peptidylproline (omega=180)[0] <=> (1) [protein]-peptidylproline (omega=0)[0]	=	null	null	null	null	10000000	10000000	cpd41676;cpd41677	CPDFORMERROR	0	null		Primary Database
rxn49028	16241	16241	(1) cpd40376[0] + (1) cpd00082[0] <=> (1) cpd39601[0] + (1) cpd00076[0]	-1:cpd00082:0:"D-Fructose";-1:cpd40376:0:"an NDP-alpha-D-glucose";1:cpd00067:0:"H+";1:cpd00076:0:"Sucrose";1:cpd39601:0:"NDP trianion"	0	(1) cpd40376[0] + (1) cpd00082[0] <=> (1) cpd39601[0] + (1) cpd00067[0] + (1) cpd00076[0]	(1) an NDP-alpha-D-glucose[0] + (1) D-Fructose[0] <=> (1) NDP trianion[0] + (1) H+[0] + (1) Sucrose[0]	=	null	null	null	null	10000000	10000000	cpd00067;cpd00076;cpd00082;cpd39601;cpd40376	CPDFORMERROR	0	null		Primary Database
rxn49029	16245	16245	(1) cpd40459[0] + (1) cpd39620[0] <=> (1) cpd00010[0] + (1) cpd40460[0]	-1:cpd39620:0:"an acyl-CoA";-1:cpd40459:0:"1-O-(1Z-alkenyl)-sn-glycero-3-phosphoethanolamine";1:cpd00010:0:"CoA";1:cpd40460:0:"1-O-(1Z-alkenyl)-2-acyl-sn-glycero-3-phosphoethanolamine"	0	(1) cpd40459[0] + (1) cpd39620[0] <=> (1) cpd00010[0] + (1) cpd40460[0]	(1) 1-O-(1Z-alkenyl)-sn-glycero-3-phosphoethanolamine[0] + (1) an acyl-CoA[0] <=> (1) CoA[0] + (1) 1-O-(1Z-alkenyl)-2-acyl-sn-glycero-3-phosphoethanolamine[0]	=	null	null	null	null	10000000	10000000	cpd00010;cpd39620;cpd40459;cpd40460	CPDFORMERROR	0	null		Primary Database
rxn49030	16261	16261	(1) cpd00078[0] + (1) cpd42896[0] <=> (1) cpd00010[0] + (1) cpd41803[0]	-1:cpd00078:0:"Succinyl-CoA";-1:cpd42896:0:"L-lysyl-[protein]";1:cpd00010:0:"CoA";1:cpd00067:0:"H+";1:cpd41803:0:"N(6)-succinyl-L-lysyl-[protein]"	0	(1) cpd00078[0] + (1) cpd42896[0] <=> (1) cpd00067[0] + (1) cpd00010[0] + (1) cpd41803[0]	(1) Succinyl-CoA[0] + (1) L-lysyl-[protein][0] <=> (1) H+[0] + (1) CoA[0] + (1) N(6)-succinyl-L-lysyl-[protein][0]	=	null	null	null	null	10000000	10000000	cpd00010;cpd00067;cpd00078;cpd41803;cpd42896	CPDFORMERROR	0	null		Primary Database
