id	abbreviation	name	code	stoichiometry	is_transport	equation	definition	reversibility	abstract_reaction	pathways	aliases	ec_numbers	deltag	deltagerr	compound_ids	status	is_obsolete	linked_reaction	notes	source
rxn52010	45176	45176	(1) cpd40109[0] + (1) cpd21748[0] <=> (1) cpd40583[0] + (1) cpd02533[0]	-1:cpd21748:0:"1,2-dihexadecanoyl-sn-glycero-3-phosphocholine";-1:cpd40109:0:"1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine";1:cpd00067:0:"H+";1:cpd02533:0:"1-Palmitoylglycerophosphocholine";1:cpd40583:0:"(2R)-2,3-bis[(9Z)-octadec-9-enoyloxy]propyl 2-(hexadecanoylamino)ethyl phosphate"	0	(1) cpd40109[0] + (1) cpd21748[0] <=> (1) cpd00067[0] + (1) cpd40583[0] + (1) cpd02533[0]	(1) 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine[0] + (1) 1,2-dihexadecanoyl-sn-glycero-3-phosphocholine[0] <=> (1) H+[0] + (1) (2R)-2,3-bis[(9Z)-octadec-9-enoyloxy]propyl 2-(hexadecanoylamino)ethyl phosphate[0] + (1) 1-Palmitoylglycerophosphocholine[0]	=	null	null	null	null	10000000	10000000	cpd00067;cpd02533;cpd21748;cpd40109;cpd40583	CPDFORMERROR	0	null		Primary Database
rxn52011	45184	45184	(1) cpd00013[0] + (1) cpd39626[0] <=> (1) cpd00001[0] + (1) cpd02843[0] + (1) cpd02851[0]	-1:cpd00013:0:"NH3";-1:cpd39626:0:"5-[(5-O-phosphonato-1-deoxy-D-ribulos-1-ylimino)methylamino]-1-(5-O-phosphonato-beta-D-ribosyl)imidazole-4-carboxamide";1:cpd00001:0:"H2O";1:cpd00067:0:"H+";1:cpd02843:0:"D-erythro-imidazol-glycerol-phosphate";1:cpd02851:0:"AICAR"	0	(1) cpd00013[0] + (1) cpd39626[0] <=> (1) cpd00067[0] + (1) cpd00001[0] + (1) cpd02843[0] + (1) cpd02851[0]	(1) NH3[0] + (1) 5-[(5-O-phosphonato-1-deoxy-D-ribulos-1-ylimino)methylamino]-1-(5-O-phosphonato-beta-D-ribosyl)imidazole-4-carboxamide[0] <=> (1) H+[0] + (1) H2O[0] + (1) D-erythro-imidazol-glycerol-phosphate[0] + (1) AICAR[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00013;cpd00067;cpd02843;cpd02851;cpd39626	CPDFORMERROR	0	null		Primary Database
rxn52012	45188	45188	(1) cpd11624[0] + (1) cpd39781[0] <=> (1) cpd39596[0] + (1) cpd39749[0]	-1:cpd11624:0:"Lecithin";-1:cpd39781:0:"(2R)-1,2-diacylglycero-3-phosphoethanolamine zwitterion";1:cpd00067:0:"H+";1:cpd39596:0:"2-acyl-sn-glycero-3-phosphocholine betaines";1:cpd39749:0:"2-(acylamino)ethyl 2,3-bis(acyloxy)propyl phosphate"	0	(1) cpd11624[0] + (1) cpd39781[0] <=> (1) cpd39596[0] + (1) cpd39749[0] + (1) cpd00067[0]	(1) Lecithin[0] + (1) (2R)-1,2-diacylglycero-3-phosphoethanolamine zwitterion[0] <=> (1) 2-acyl-sn-glycero-3-phosphocholine betaines[0] + (1) 2-(acylamino)ethyl 2,3-bis(acyloxy)propyl phosphate[0] + (1) H+[0]	=	null	null	null	null	10000000	10000000	cpd00067;cpd11624;cpd39596;cpd39749;cpd39781	CPDFORMERROR	0	null		Primary Database
rxn52013	45192	45192	(1) cpd39781[0] + (1) cpd11624[0] <=> (1) cpd39612[0] + (1) cpd39749[0]	-1:cpd11624:0:"Lecithin";-1:cpd39781:0:"(2R)-1,2-diacylglycero-3-phosphoethanolamine zwitterion";1:cpd00067:0:"H+";1:cpd39612:0:"a 1-acyl-sn-glycero-3-phosphocholine";1:cpd39749:0:"2-(acylamino)ethyl 2,3-bis(acyloxy)propyl phosphate"	0	(1) cpd39781[0] + (1) cpd11624[0] <=> (1) cpd39612[0] + (1) cpd00067[0] + (1) cpd39749[0]	(1) (2R)-1,2-diacylglycero-3-phosphoethanolamine zwitterion[0] + (1) Lecithin[0] <=> (1) a 1-acyl-sn-glycero-3-phosphocholine[0] + (1) H+[0] + (1) 2-(acylamino)ethyl 2,3-bis(acyloxy)propyl phosphate[0]	=	null	null	null	null	10000000	10000000	cpd00067;cpd11624;cpd39612;cpd39749;cpd39781	CPDFORMERROR	0	null		Primary Database
rxn52014	45196	45196	(1) cpd15884[0] + (1) cpd41694[0] <=> (1) cpd41693[0] + (1) cpd20061[0]	-1:cpd15884:0:"tetrahydrosarcinapterin";-1:cpd41694:0:"methyl-Co(III)-[corrinoid Fe-S protein]";1:cpd00067:0:"H+";1:cpd20061:0:"5-Methyl-H4SPT";1:cpd41693:0:"Co(I)-[corrinoid Fe-S protein]"	0	(1) cpd15884[0] + (1) cpd41694[0] <=> (1) cpd00067[0] + (1) cpd41693[0] + (1) cpd20061[0]	(1) tetrahydrosarcinapterin[0] + (1) methyl-Co(III)-[corrinoid Fe-S protein][0] <=> (1) H+[0] + (1) Co(I)-[corrinoid Fe-S protein][0] + (1) 5-Methyl-H4SPT[0]	=	null	null	null	null	10000000	10000000	cpd00067;cpd15884;cpd20061;cpd41693;cpd41694	CPDFORMERROR	0	null		Primary Database
rxn52015	45200	45200	(1) cpd41694[0] + (1) cpd00087[0] <=> (1) cpd41693[0] + (1) cpd00345[0]	-1:cpd00087:0:"Tetrahydrofolate";-1:cpd41694:0:"methyl-Co(III)-[corrinoid Fe-S protein]";1:cpd00067:0:"H+";1:cpd00345:0:"5-Methyltetrahydrofolate";1:cpd41693:0:"Co(I)-[corrinoid Fe-S protein]"	0	(1) cpd41694[0] + (1) cpd00087[0] <=> (1) cpd00067[0] + (1) cpd41693[0] + (1) cpd00345[0]	(1) methyl-Co(III)-[corrinoid Fe-S protein][0] + (1) Tetrahydrofolate[0] <=> (1) H+[0] + (1) Co(I)-[corrinoid Fe-S protein][0] + (1) 5-Methyltetrahydrofolate[0]	=	null	null	null	null	10000000	10000000	cpd00067;cpd00087;cpd00345;cpd41693;cpd41694	CPDFORMERROR	0	null		Primary Database
rxn52016	45204	45204	(1) cpd42802[0] + (1) cpd00116[0] <=> (1) cpd00001[0] + (1) cpd42803[0]	-1:cpd00067:0:"H+";-1:cpd00116:0:"Methanol";-1:cpd42802:0:"Co(I)-[methanol-specific corrinoid protein]";1:cpd00001:0:"H2O";1:cpd42803:0:"methyl-Co(III)-[methanol-specific corrinoid protein]"	0	(1) cpd42802[0] + (1) cpd00067[0] + (1) cpd00116[0] <=> (1) cpd00001[0] + (1) cpd42803[0]	(1) Co(I)-[methanol-specific corrinoid protein][0] + (1) H+[0] + (1) Methanol[0] <=> (1) H2O[0] + (1) methyl-Co(III)-[methanol-specific corrinoid protein][0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00067;cpd00116;cpd42802;cpd42803	CPDFORMERROR	0	null		Primary Database
rxn52017	45208	45208	(1) cpd42803[0] + (1) cpd02246[0] <=> (1) cpd42802[0] + (1) cpd02438[0]	-1:cpd02246:0:"CoM";-1:cpd42803:0:"methyl-Co(III)-[methanol-specific corrinoid protein]";1:cpd00067:0:"H+";1:cpd02438:0:"Methyl CoM";1:cpd42802:0:"Co(I)-[methanol-specific corrinoid protein]"	0	(1) cpd42803[0] + (1) cpd02246[0] <=> (1) cpd42802[0] + (1) cpd02438[0] + (1) cpd00067[0]	(1) methyl-Co(III)-[methanol-specific corrinoid protein][0] + (1) CoM[0] <=> (1) Co(I)-[methanol-specific corrinoid protein][0] + (1) Methyl CoM[0] + (1) H+[0]	=	null	null	null	null	10000000	10000000	cpd00067;cpd02246;cpd02438;cpd42802;cpd42803	CPDFORMERROR	0	null		Primary Database
rxn52018	45212	45212	(1) cpd41693[0] + (1) cpd00022[0] <=> (1) cpd41694[0] + (1) cpd00204[0] + (1) cpd00010[0]	-1:cpd00022:0:"Acetyl-CoA";-1:cpd00067:0:"H+";-1:cpd41693:0:"Co(I)-[corrinoid Fe-S protein]";1:cpd00010:0:"CoA";1:cpd00204:0:"CO";1:cpd41694:0:"methyl-Co(III)-[corrinoid Fe-S protein]"	0	(1) cpd00067[0] + (1) cpd41693[0] + (1) cpd00022[0] <=> (1) cpd41694[0] + (1) cpd00204[0] + (1) cpd00010[0]	(1) H+[0] + (1) Co(I)-[corrinoid Fe-S protein][0] + (1) Acetyl-CoA[0] <=> (1) methyl-Co(III)-[corrinoid Fe-S protein][0] + (1) CO[0] + (1) CoA[0]	=	null	null	null	null	10000000	10000000	cpd00010;cpd00022;cpd00067;cpd00204;cpd41693;cpd41694	CPDFORMERROR	0	null		Primary Database
rxn52019	45216	45216	(1) cpd41697[0] + (1) cpd02246[0] <=> (1) cpd41698[0] + (1) cpd02438[0]	-1:cpd02246:0:"CoM";-1:cpd41697:0:"methyl-Co(III)-[dimethylamine-specific corrinoid protein]";1:cpd00067:0:"H+";1:cpd02438:0:"Methyl CoM";1:cpd41698:0:"Co(I)-[dimethylamine-specific corrinoid protein]"	0	(1) cpd41697[0] + (1) cpd02246[0] <=> (1) cpd41698[0] + (1) cpd02438[0] + (1) cpd00067[0]	(1) methyl-Co(III)-[dimethylamine-specific corrinoid protein][0] + (1) CoM[0] <=> (1) Co(I)-[dimethylamine-specific corrinoid protein][0] + (1) Methyl CoM[0] + (1) H+[0]	=	null	null	null	null	10000000	10000000	cpd00067;cpd02246;cpd02438;cpd41697;cpd41698	CPDFORMERROR	0	null		Primary Database
rxn52020	45220	45220	(1) cpd41700[0] + (1) cpd02246[0] <=> (1) cpd02438[0] + (1) cpd41699[0]	-1:cpd02246:0:"CoM";-1:cpd41700:0:"methyl-Co(III)-[trimethylamine-specific corrinoid protein]";1:cpd00067:0:"H+";1:cpd02438:0:"Methyl CoM";1:cpd41699:0:"Co(I)-[trimethylamine-specific corrinoid protein]"	0	(1) cpd41700[0] + (1) cpd02246[0] <=> (1) cpd00067[0] + (1) cpd02438[0] + (1) cpd41699[0]	(1) methyl-Co(III)-[trimethylamine-specific corrinoid protein][0] + (1) CoM[0] <=> (1) H+[0] + (1) Methyl CoM[0] + (1) Co(I)-[trimethylamine-specific corrinoid protein][0]	=	null	null	null	null	10000000	10000000	cpd00067;cpd02246;cpd02438;cpd41699;cpd41700	CPDFORMERROR	0	null		Primary Database
rxn52021	45224	45224	(1) cpd40927[0] <=> (1) cpd40928[0]	-1:cpd40927:0:"(3E,5Z,8Z,11Z,14Z)-eicosapentaenoyl-CoA";1:cpd40928:0:"(2,4trans,8,11,14cis)-eicosapentaenoyl-CoA(4-)"	0	(1) cpd40927[0] <=> (1) cpd40928[0]	(1) (3E,5Z,8Z,11Z,14Z)-eicosapentaenoyl-CoA[0] <=> (1) (2,4trans,8,11,14cis)-eicosapentaenoyl-CoA(4-)[0]	=	null	null	null	null	10000000	10000000	cpd40927;cpd40928	CPDFORMERROR	0	null		Primary Database
rxn52022	45228	45228	(1) cpd39625[0] <=> (1) cpd40929[0]	-1:cpd39625:0:"a (3E)-enoyl-CoA";1:cpd40929:0:"a 4-saturated (2E)-enoyl-CoA"	0	(1) cpd39625[0] <=> (1) cpd40929[0]	(1) a (3E)-enoyl-CoA[0] <=> (1) a 4-saturated (2E)-enoyl-CoA[0]	=	null	null	null	null	10000000	10000000	cpd39625;cpd40929	CPDFORMERROR	0	null		Primary Database
rxn52023	45232	45232	(1) cpd00005[0] + (1) cpd40930[0] <=> (1) cpd40931[0] + (1) cpd00006[0]	-1:cpd00005:0:"NADPH";-1:cpd00067:0:"H+";-1:cpd40930:0:"a (2E,4Z)-dienoyl-CoA";1:cpd00006:0:"NADP";1:cpd40931:0:"a 4,5-saturated-(2E)-enoyl-CoA"	0	(1) cpd00005[0] + (1) cpd00067[0] + (1) cpd40930[0] <=> (1) cpd40931[0] + (1) cpd00006[0]	(1) NADPH[0] + (1) H+[0] + (1) a (2E,4Z)-dienoyl-CoA[0] <=> (1) a 4,5-saturated-(2E)-enoyl-CoA[0] + (1) NADP[0]	=	null	null	null	null	10000000	10000000	cpd00005;cpd00006;cpd00067;cpd40930;cpd40931	CPDFORMERROR	0	null		Primary Database
rxn52024	45236	45236	(1) cpd00007[0] + (2) cpd11723[0] + (1) cpd32784[0] <=> (1) cpd35440[0] + (2) cpd11724[0] + (1) cpd00001[0]	-1:cpd00007:0:"O2";-1:cpd00067:0:"H+";-2:cpd11723:0:"Reduced adrenodoxin";-1:cpd32784:0:"(25R)-26-oxocholesterol";1:cpd00001:0:"H2O";2:cpd11724:0:"Oxidized adrenodoxin";1:cpd35440:0:"(25R)-26-carboxycholesterol"	0	(1) cpd00007[0] + (1) cpd00067[0] + (2) cpd11723[0] + (1) cpd32784[0] <=> (1) cpd35440[0] + (2) cpd11724[0] + (1) cpd00001[0]	(1) O2[0] + (1) H+[0] + (2) Reduced adrenodoxin[0] + (1) (25R)-26-oxocholesterol[0] <=> (1) (25R)-26-carboxycholesterol[0] + (2) Oxidized adrenodoxin[0] + (1) H2O[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00007;cpd00067;cpd11723;cpd11724;cpd32784;cpd35440	CPDFORMERROR	0	null		Primary Database
rxn52025	45240	45240	(1) cpd40934[0] <=> (1) cpd40935[0]	-1:cpd40934:0:"3-trans,5-cis-dienoyl-CoA(4-)";1:cpd40935:0:"a (2E,4E)-(5,6-saturated)-dienoyl-CoA"	0	(1) cpd40934[0] <=> (1) cpd40935[0]	(1) 3-trans,5-cis-dienoyl-CoA(4-)[0] <=> (1) a (2E,4E)-(5,6-saturated)-dienoyl-CoA[0]	=	null	null	null	null	10000000	10000000	cpd40934;cpd40935	CPDFORMERROR	0	null		Primary Database
rxn52026	45244	45244	(1) cpd40933[0] <=> (1) cpd39739[0]	-1:cpd40933:0:"(3E,5Z)-octadienoyl-CoA";1:cpd39739:0:"(2E,4E)-octa-2,4-dienoyl-CoA(4-)"	0	(1) cpd40933[0] <=> (1) cpd39739[0]	(1) (3E,5Z)-octadienoyl-CoA[0] <=> (1) (2E,4E)-octa-2,4-dienoyl-CoA(4-)[0]	=	null	null	null	null	10000000	10000000	cpd39739;cpd40933	CPDFORMERROR	0	null		Primary Database
rxn52027	45268	45268	(1) cpd33828[0] + (1) cpd00007[0] + (1) cpd11610[0] <=> (1) cpd33384[0] + (1) cpd00001[0] + (1) cpd11609[0]	-1:cpd00007:0:"O2";-1:cpd11610:0:"AH2";-1:cpd33828:0:"4'-hydroxyechinenone";1:cpd00001:0:"H2O";1:cpd11609:0:"A";1:cpd33384:0:"4',4'-dihydroxyechinenone"	0	(1) cpd33828[0] + (1) cpd00007[0] + (1) cpd11610[0] <=> (1) cpd33384[0] + (1) cpd00001[0] + (1) cpd11609[0]	(1) 4'-hydroxyechinenone[0] + (1) O2[0] + (1) AH2[0] <=> (1) 4',4'-dihydroxyechinenone[0] + (1) H2O[0] + (1) A[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00007;cpd11609;cpd11610;cpd33384;cpd33828	MI:H:2/N:1/R:1	0	null		Primary Database
rxn52028	45272	45272	(1) cpd40938[0] + (1) cpd00001[0] <=> (1) cpd00009[0] + (1) cpd05277[0]	-1:cpd00001:0:"H2O";-1:cpd40938:0:"(9Z)-12-(phosphonatooxy)octadec-9-enoate";1:cpd00009:0:"Phosphate";1:cpd05277:0:"Ricinoleic acid"	0	(1) cpd40938[0] + (1) cpd00001[0] <=> (1) cpd00009[0] + (1) cpd05277[0]	(1) (9Z)-12-(phosphonatooxy)octadec-9-enoate[0] + (1) H2O[0] <=> (1) Phosphate[0] + (1) Ricinoleic acid[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00009;cpd05277;cpd40938	CPDFORMERROR	0	null		Primary Database
rxn52029	45276	45276	(1) cpd00001[0] + (1) cpd40937[0] <=> (1) cpd40939[0] + (1) cpd00009[0]	-1:cpd00001:0:"H2O";-1:cpd40937:0:"(9E)-12-(phosphonatooxy)octadec-9-enoate";1:cpd00009:0:"Phosphate";1:cpd40939:0:"(9E)-12-hydroxyoctadec-9-enoate"	0	(1) cpd00001[0] + (1) cpd40937[0] <=> (1) cpd40939[0] + (1) cpd00009[0]	(1) H2O[0] + (1) (9E)-12-(phosphonatooxy)octadec-9-enoate[0] <=> (1) (9E)-12-hydroxyoctadec-9-enoate[0] + (1) Phosphate[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00009;cpd40937;cpd40939	CPDFORMERROR	0	null		Primary Database
rxn52030	45280	45280	(1) cpd40936[0] + (1) cpd00001[0] <=> (1) cpd40845[0] + (1) cpd00009[0]	-1:cpd00001:0:"H2O";-1:cpd40936:0:"12-(phosphonatooxy)octadecanoate";1:cpd00009:0:"Phosphate";1:cpd40845:0:"12-hydroxyoctadecanoate"	0	(1) cpd40936[0] + (1) cpd00001[0] <=> (1) cpd40845[0] + (1) cpd00009[0]	(1) 12-(phosphonatooxy)octadecanoate[0] + (1) H2O[0] <=> (1) 12-hydroxyoctadecanoate[0] + (1) Phosphate[0]	=	null	null	null	null	10000000	10000000	cpd00001;cpd00009;cpd40845;cpd40936	CPDFORMERROR	0	null		Primary Database
rxn52031	45284	45284	(1) cpd01393[0] + (1) cpd00267[0] <=> (1) cpd00010[0] + (1) cpd39946[0]	-1:cpd00267:0:"Sphingoid";-1:cpd01393:0:"Icosanoyl-CoA";1:cpd00010:0:"CoA";1:cpd00067:0:"H+";1:cpd39946:0:"Cer(d18:1/20:0)"	0	(1) cpd01393[0] + (1) cpd00267[0] <=> (1) cpd00010[0] + (1) cpd39946[0] + (1) cpd00067[0]	(1) Icosanoyl-CoA[0] + (1) Sphingoid[0] <=> (1) CoA[0] + (1) Cer(d18:1/20:0)[0] + (1) H+[0]	=	null	null	null	null	10000000	10000000	cpd00010;cpd00067;cpd00267;cpd01393;cpd39946	CPDFORMERROR	0	null		Primary Database
